,Hotel_Name,Location,Destination,Facilities,Original Price,Current Price,Taxes and Charges,Discount,Price per Day,Hotel_Rating,Rating_Category,Preferred_Hotel,Reviews_available,Free_cancellation,pay at the property,Breakfast included?
0,Nirvana Hill Resort,Curtorim,Goa,Hill View Stone Cottage1 extra-large double bed,0.0,134400.0,16128.0,0.0,5376.0,7.6,Good,YES,105.0,YES,NO,NO
1,Zulu Land cottages - near Curlies beach shack and shiva valley - Anjuna beach,"Anjuna Beach, Anjuna",Goa,Cottage with Garden ViewEntire bungalow • 1 bedroom • 1 bathroom • 33m²1 large double bed,56738.0,51064.0,6128.0,5674.0,2042.57,7.1,Good,YES,0.0,NO,NO,YES
2,"Riverside, The European Homestay 1 and 2! Luxury and Value in Goa's delightful location",Agarvado,Goa,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²2 beds (1 double, 1 sofa bed)",0.0,68768.0,8252.0,0.0,2750.71,8.8,Fabulous,YES,42.0,YES,NO,NO
3,Luxe 2BHK 10min from GOI airport with Pool access,Dabolim,Goa,"Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 63m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)No prepayment needed – ",0.0,156240.0,18749.0,0.0,6249.61,9.2,Superb,YES,15.0,YES,YES,NO
4,Treebo Rock Valley,Ponda,Goa,Economy Double Room1 large double bedNo prepayment needed – ,460319.0,266985.0,48057.0,193334.0,11251.5,7.8,Good,YES,108.0,YES,YES,YES
5,Storii By ITC Hotels Moira Riviera,Moira,Goa,Deluxe Room1 large double bed,0.0,289487.0,52108.0,0.0,12199.82,8.3,Very Good,YES,114.0,YES,NO,NO
6,Casa Do Leão A 150 year Old Portuguese Home,Nerul,Goa,Queen Room with Garden View1 large double bed,154700.0,116025.0,13923.0,38675.0,4641.0,9.3,Superb,YES,78.0,YES,NO,YES
7,Siolim Suites,Siolim,Goa,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65m²4 beds (2 singles, 1 sofa bed, 1 large double)No prepayment needed – ",0.0,120960.0,14515.0,0.0,4838.39,9.4,Superb,YES,116.0,YES,YES,YES
8,Mojigao - Eco Resort,Assagao,Goa,Queen Cottage with Balcony1 double bed,204820.0,194579.0,23349.0,10241.0,7783.14,9.2,Superb,YES,347.0,NO,NO,YES
9,Lamrin Ucassaim Goa An Indo Portuguese Hotel,Moira,Goa,Deluxe Room1 extra-large double bed,0.0,383040.0,68947.0,0.0,16142.39,8.8,Fabulous,YES,62.0,YES,NO,YES
10,FabHotel Prime BT Wellness With Swimming Pool,Pernem,Goa,Deluxe Room1 double bed,514100.0,329024.0,59224.0,185076.0,13866.0,9.3,Superb,YES,3.0,YES,NO,NO
11,Arize You Home,Verla,Goa,King StudioEntire studio • 1 bathroom • 19m²1 large double bed,0.0,55972.0,6717.0,0.0,2238.89,7.2,Good,YES,63.0,YES,NO,NO
12,Happy Moon Homestay,Aldona,Goa,Double Room1 double bed,0.0,39172.0,4701.0,0.0,1566.89,0.0,Not Available,YES,3.0,NO,NO,NO
13,Mamagoa Beach Resort,"Mandrem Beach , Mandrem",Goa,Cottage with Garden ViewEntire bungalow • 1 bedroom • 1 bathroom • 60m²1 extra-large double bed,0.0,280000.0,50400.0,0.0,11800.0,9.0,Superb,YES,173.0,NO,NO,YES
14,Sol De Goa,Nerul,Goa,Double Room1 double bedNo prepayment needed – ,0.0,136080.0,16330.0,0.0,5443.21,7.4,Good,YES,13.0,YES,YES,YES
15,Mistral Holidays Near Trinity Beach & Benaulim Beach,"Benaulim Beach, Benaulim",Goa,Small Double Room1 single bed,0.0,50400.0,6048.0,0.0,2016.0,8.6,Fabulous,YES,257.0,YES,NO,NO
16,lovely 2-bedroom sea view serviced apartment dabolim goa,Dabolim,Goa,Two-Bedroom Apartment2 large double beds,0.0,140000.0,16800.0,0.0,5600.0,9.7,Exceptional,YES,10.0,YES,NO,NO
17,U.R.D.Ki Hostel,Anjuna,Goa,"Double Room2 beds (1 single, 1 double)",91356.0,50246.0,6029.0,41110.0,2009.82,9.0,Superb,YES,256.0,NO,NO,NO
18,Susegad Suites Goa Apartments & Villas with Reserved Parking,Arpora,Goa,"1BHK Apartment with BalconyEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 72m²2 beds (1 double, 1 sofa bed)",159600.0,117600.0,14112.0,42000.0,4704.0,8.9,Fabulous,YES,150.0,NO,NO,NO
19,FabHotel Ashirwad,Pilerne,Goa,Deluxe Room1 double bed,473000.0,302720.0,55204.0,170280.0,12783.0,4.8,Review Score,YES,10.0,YES,NO,NO
20,"La Vera Boutique Hotel, Mandrem",Mandrem,Goa,Superior Double Room1 double bed,0.0,65520.0,7862.0,0.0,2620.79,8.0,Very Good,YES,479.0,YES,NO,YES
21,Westwood Residence Goa - The Boutique Hotel,Mapusa,Goa,One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom1 large double bed,0.0,116280.0,13954.0,0.0,4651.21,8.1,Very Good,YES,37.0,YES,NO,NO
22,La Mer Apartments,Nerul,Goa,"LaMer-Designer Studio,Lush Green- Reis MagosEntire studio • 1 bathroom • 84m²1 double bed",0.0,182188.0,21863.0,0.0,7287.54,9.6,Exceptional,YES,5.0,YES,NO,NO
23,"This is it Beachfront - Rooms, Cafe & Events","Arambol beach, Arambol",Goa,2×4-Bed Mixed Dormitory Room2 shared dormitory rooms8 single beds,0.0,33818.0,4058.0,0.0,1352.71,8.1,Very Good,YES,293.0,YES,NO,NO
24,Caravela Beach Resort,"Varca Beach, Varca",Goa,Garden View RoomBeds: 1 double or 2 singles,0.0,352772.0,63499.0,0.0,14866.82,8.5,Very Good,YES,0.0,NO,NO,YES
25,Tridiva Morjim 160 Meters to Morjim Beach,"Morjim Beach, Morjim",Goa,Premium Double Room with Garden View1 large double bedNo prepayment needed – ,0.0,94563.0,11348.0,0.0,3782.54,8.8,Fabulous,YES,229.0,YES,YES,YES
26,"Storii By ITC Hotels, Shanti Morada Goa",Calangute,Goa,Deluxe Double Room1 extra-large double bed,0.0,286900.0,51642.0,0.0,12090.79,9.3,Superb,YES,513.0,YES,NO,YES
27,Crystal Village,Nagoa-Bardez,Goa,Apartment - Ground FloorEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 68m²1 large double bed,0.0,207200.0,24864.0,0.0,8288.0,9.0,Superb,YES,0.0,YES,NO,NO
28,Goa Villagio Resort & Spa -05 Min Walk from Beach,Betalbatim,Goa,Studio Room with BalconyEntire studio • 1 bathroom • 20m²1 extra-large double bed,0.0,131100.0,15732.0,0.0,5244.0,7.3,Good,YES,64.0,YES,NO,NO
29,El Raso Apartments,Verla,Goa,ElRaso-1bhk-Entire Apt in ParraEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 48m²1 double bed,0.0,178750.0,21450.0,0.0,7150.0,9.5,Exceptional,YES,4.0,YES,NO,NO
30,Holiday Inn Resort Goa by IHG,"Cavelossim Beach, Cavelossim",Goa,Standard King Room - Smoking1 extra-large double bed,0.0,298501.0,53730.0,0.0,12579.68,8.7,Fabulous,YES,818.0,NO,NO,NO
31,"Sandbanks Beach Villas, Morjim","Morjim Beach, Morjim",Goa,Premium Room1 extra-large double bed,201712.0,157335.0,18880.0,44377.0,6293.39,9.4,Superb,YES,151.0,NO,NO,NO
32,Ocean Wave Calangute,"Calangute Beach, Calangute",Goa,Standard Quadruple Room1 extra-large double bed,0.0,74000.0,8880.0,0.0,2960.0,8.0,Very Good,YES,523.0,YES,NO,NO
33,Heritage Village Resort & Spa Goa,Cansaulim,Goa,Superior Twin Room2 single beds,0.0,327575.0,58963.0,0.0,13804.93,8.6,Fabulous,YES,717.0,NO,NO,YES
34,Beleza By The Beach,Colva,Goa,Terrace Paddy View Room1 double bed,0.0,226980.0,40856.0,0.0,9565.57,8.6,Fabulous,YES,0.0,NO,NO,YES
35,juSTa Morjim Beach Resort Goa - 80 Steps from Morjim Beach,"Morjim Beach, Morjim",Goa,Superior King Room 1 extra-large double bedNo prepayment needed – ,0.0,284000.0,51120.0,0.0,11968.57,7.8,Good,YES,86.0,YES,YES,NO
36,"Jungle Hut-Annabelle's Beach Apartments at Bernard Simao,Calangute,Goa",Candolim,Goa,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 38m²3 beds (2 singles, 1 double)",0.0,123435.0,14812.0,0.0,4937.39,9.0,Superb,YES,83.0,YES,NO,NO
37,"Hotel Sea Sapphire ,Calangute",Calangute,Goa,Deluxe Room1 extra-large double bed,0.0,106000.0,12720.0,0.0,4240.0,8.7,Fabulous,YES,738.0,YES,NO,NO
38,Resort Paloma De Goa,Colva,Goa,Studio ApartmentEntire apartment • 1 bedroom • 1 bathroom • 20m²1 large double bed,0.0,79357.0,9523.0,0.0,3174.29,7.8,Good,YES,163.0,YES,NO,NO
39,juSTa Casa Frangipani Assagao - 03 Km from Anjuna Beach,Old Goa,Goa,Superior Double Room1 single bedNo prepayment needed – ,0.0,363972.0,65515.0,0.0,15338.82,7.8,Good,YES,20.0,YES,YES,NO
40,BSG Absolute Porvorim Regency Goa Hotel,Porvorim,Goa,Double Room with Balcony1 extra-large double bedNo prepayment needed – ,98000.0,88200.0,10584.0,9800.0,3528.0,7.5,Good,YES,121.0,YES,YES,NO
41,Marbella Guest House,Sinquerim,Goa,Twin Room with Bathroom1 large double bed,0.0,113400.0,13608.0,0.0,4536.0,9.5,Exceptional,YES,255.0,NO,NO,YES
42,"ITC Grand Goa, a Luxury Collection Resort & Spa, Goa",Utorda,Goa,"Garden View Premium, Guest room, 1 King or 2 Twin/Single Bed(s), Facilities access, Pool accessMultiple bed typesNo prepayment needed – ",0.0,547500.0,98550.0,0.0,23073.21,8.5,Very Good,YES,657.0,YES,YES,YES
43,Larisa Resort Ashwem,Mandrem,Goa,Luxury Cottage1 extra-large double bed,0.0,349972.0,62995.0,0.0,14748.82,8.5,Very Good,YES,167.0,YES,NO,NO
44,Martins Comfort,Betalbatim,Goa,Deluxe Double Room1 double bed,0.0,70500.0,8460.0,0.0,2820.0,7.7,Good,YES,125.0,YES,NO,YES
45,Jasminn Hotel - AM Hotel Kollection,Betalbatim,Goa,Deluxe RoomBeds: 1 double or 2 singles,0.0,161960.0,19435.0,0.0,6478.39,8.4,Very Good,YES,181.0,YES,NO,NO
46,Ronne's Casa De Piscina Privada 3BHK VILLA,Verla,Goa,"Three-Bedroom VillaEntire villa • 3 bedrooms • 4 bathrooms • 1 kitchen • 418m²3 beds (1 double, 2 large doubles)",0.0,112186.0,35900.0,0.0,5288.79,9.6,Exceptional,YES,11.0,YES,NO,NO
47,Birdsnest River view Apartment,Dabolim,Goa,Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 84m²2 double beds,0.0,107100.0,12852.0,0.0,4284.0,9.0,Superb,YES,69.0,NO,NO,NO
48,"Kenilworth Resort & Spa, Goa",Utorda,Goa,Superior Deluxe Room Beds: 1 double or 2 singles,0.0,326516.0,58773.0,0.0,13760.32,8.0,Very Good,YES,775.0,YES,NO,YES
49,Madrid Home 2 min walk to Beach,"Arambol beach, Arambol",Goa,Double Room with Private Bathroom1 double bed,0.0,37800.0,4536.0,0.0,1512.0,8.8,Fabulous,No,72.0,NO,NO,NO
50,Tobias Villas,"Cavelossim Beach, Cavelossim",Goa,"One-Bedroom VillaEntire villa • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65m²2 beds (1 double, 1 sofa bed)",0.0,140000.0,16800.0,0.0,5600.0,9.6,Exceptional,No,22.0,YES,NO,NO
51,Blu Missel By The River,Panaji,Goa,Superior Room with River View1 large double bedNo prepayment needed – ,0.0,79200.0,9504.0,0.0,3168.0,7.9,Good,No,291.0,YES,YES,NO
52,Skon Baga Bliss Hotel by Orion Hotels,Goa,Goa,Deluxe Double Room1 large double bed,161972.0,105282.0,12634.0,56690.0,4211.29,7.8,Good,No,72.0,YES,NO,NO
53,"Daksh Elite Candolim, Goa",Goa,Goa,Superior Double Room1 double bedNo prepayment needed – ,0.0,94640.0,11357.0,0.0,3785.61,9.1,Superb,No,20.0,YES,YES,NO
54,Summit Calangute Resort & Spa,Calangute,Goa,Deluxe Double Room with Balcony - Free beer on arrival and a free 15-minute head or foot spa session (one session per stay)! Valid for stays till 10th March.1 extra-large double bed,0.0,121880.0,14626.0,0.0,4875.21,8.3,Very Good,No,26.0,YES,NO,NO
55,Stone Water Eco Resort,Bogmalo,Goa,Garden View CottageEntire chalet • 1 bedroom • 1 bathroom • 15m²1 double bed,104436.0,93992.0,11279.0,10444.0,3759.68,6.5,Review Score,No,292.0,YES,NO,NO
56,Hill Top Luxury Villa - 3 BHK || Infinity Pool,Mapusa,Goa,"Villa with Private PoolEntire villa • 3 bedrooms • 1 living room • 4 bathrooms • 1 kitchen • 450m²7 beds (2 extra-large doubles, 1 large double, 4 futons)",538913.0,441909.0,0.0,97004.0,0.0,7.7,Good,No,21.0,YES,NO,NO
57,Foxoso La Beach Resort,Old Goa,Goa,Deluxe Double Room1 double bed,0.0,238000.0,42840.0,0.0,10030.0,7.1,Good,No,13.0,YES,NO,NO
58,Coconut Creek Resort - Dabolim Airport,Bogmalo,Goa,Deluxe Double or Twin Room 1 double bed,0.0,232400.0,41832.0,0.0,9794.0,8.6,Fabulous,No,403.0,NO,NO,YES
59,Marias house,Siroda,Goa,Deluxe Double Room (2 Adults + 1 Child)3 double beds,0.0,35910.0,4309.0,0.0,1436.39,8.5,Very Good,No,48.0,YES,NO,NO
60,"The Postcard Hideaway, Netravali Wildlife Sanctuary, Goa",Vichondrem,Goa,Luxury Room1 large double bed,0.0,618621.0,111352.0,0.0,26070.46,9.3,Superb,No,91.0,NO,NO,NO
61,"Relax Holiday Home,Margao Railway Station",Madgaon,Goa,Deluxe RoomBeds: 1 double or 2 singlesNo prepayment needed – ,0.0,54863.0,6583.0,0.0,2194.5,8.4,Very Good,No,196.0,YES,YES,NO
62,Hotel O Porvorim Near Mall De Goa,Porvorim,Goa,Classic Triple Room1 large double bedNo prepayment needed – ,86342.0,56122.0,7687.0,30220.0,2278.89,5.5,Review Score,No,61.0,YES,YES,NO
63,"Mandrem Beach Resort, a member of Radisson Individuals Retreat",Mandrem,Goa,Superior Room1 extra-large double bed,0.0,291236.0,52422.0,0.0,12273.5,9.0,Superb,No,167.0,NO,NO,YES
64,Hotel O Dabolim Near Goa International Airport,Dabolim,Goa,Classic Triple Room1 large double bedNo prepayment needed – ,125999.0,81899.0,10780.0,44100.0,3309.96,5.3,Review Score,No,74.0,YES,YES,NO
65,De Alcazar Calangute,Calangute,Goa,Executive Room1 large double bed,42047.0,37842.0,4541.0,4205.0,1513.68,6.5,Review Score,No,0.0,YES,NO,YES
66,Planet Hollywood Beach Resort Goa,Utorda,Goa,Executive SuitePrivate suite1 large double bed,0.0,550800.0,99144.0,0.0,23212.29,7.7,Good,No,515.0,NO,NO,YES
67,The Ivy Anjuna,Anjuna,Goa,Premium Room with Balcony1 large double bed,0.0,121600.0,14592.0,0.0,4864.0,8.2,Very Good,No,424.0,NO,NO,NO
68,"FabHotel Peak Stay - Nr Mall De Goa, Porvorim",Porvorim,Goa,Deluxe Room1 double bed,428406.0,274180.0,50304.0,154226.0,11588.71,8.0,Very Good,No,40.0,YES,NO,NO
69,The Astor - All Suites Hotel Candolim Goa,Candolim,Goa,Junior Suite - King Bed City ViewPrivate suite1 extra-large double bed,0.0,279680.0,50342.0,0.0,11786.5,9.0,Superb,No,268.0,NO,NO,YES
70,Casa Legend Suites Candolim Goa,Candolim,Goa,Two-Bedroom SuitePrivate suite • 2 bedrooms • 2 bathrooms • 77m²2 large double beds,0.0,119100.0,14292.0,0.0,4764.0,8.6,Fabulous,No,49.0,NO,NO,NO
71,Novotel Goa Resort & Spa Candolim,Candolim,Goa,Superior King Room1 extra-large double bed,0.0,296784.0,53421.0,0.0,12507.32,7.4,Good,No,872.0,NO,NO,YES
72,FabHotel Prime Emerald Highland - Nr Candolim Beach,Marmagao,Goa,Family Room1 extra-large double bed,152540.0,97626.0,11715.0,54914.0,3905.04,6.2,Review Score,No,51.0,YES,NO,NO
73,Seashell Suites and Villas- Candolim Goa,Candolim,Goa,Junior Suite with King Bed Private suite • 1 bedroom • 1 living room • 1 bathroom • 55m²1 large double bed,0.0,218850.0,39393.0,0.0,9222.96,9.6,Exceptional,No,693.0,NO,NO,NO
74,Cozywoods Hill Resort,Banastarim,Goa,"Double or Twin Room2 beds (1 single, 1 large double)",0.0,77000.0,9240.0,0.0,3080.0,6.3,Review Score,No,52.0,YES,NO,NO
75,ibis Jaipur City Centre - An Accor Brand,"Civil Lines, Jaipur",Jaipur,Standard Queen Room1 large double bedNo prepayment needed – ,0.0,92600.0,11112.0,0.0,3704.0,7.8,Good,No,0.0,YES,YES,NO
76,Trident Jaipur,"Amer Fort Road, Jaipur",Jaipur,Deluxe Garden View Room With Balcony1 extra-large double bed,0.0,287375.0,51728.0,0.0,12110.82,8.7,Fabulous,No,0.0,NO,NO,NO
77,Le Meridien Jaipur Resort & Spa,"Amer, Jaipur",Jaipur,"Superior Garden view with Twin Bed(20% discount on food and soft beverages, 20% discount on Spa,Buy 1 get 1 on select brands at madeira bar between 4 pm - 10 pm)Multiple bed typesNo prepayment needed – ",0.0,433972.0,78115.0,0.0,18288.82,8.3,Very Good,No,552.0,YES,YES,NO
78,Umaid Bhawan - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",Jaipur,Royal Deluxe  Free Pick up on Arrival only from Train or Bus stationBeds: 1 double or 2 singlesNo prepayment needed – ,0.0,166600.0,19992.0,0.0,6664.0,8.7,Fabulous,No,0.0,YES,YES,YES
79,"Moustache Hostel, Jaipur","M.I. Road, Jaipur",Jaipur,Budget Double Room1 double bed,0.0,70079.0,8410.0,0.0,2803.18,8.7,Fabulous,No,0.0,NO,NO,YES
80,Hotel Kalyan,"Ajmer Road, Jaipur",Jaipur,Semi Deluxe Double Room with Fan1 double bedNo prepayment needed – ,0.0,27632.0,3316.0,0.0,1105.29,7.4,Good,No,0.0,YES,YES,NO
81,FabHotel Rajwada Palace,"Civil Lines, Jaipur",Jaipur,Deluxe Room1 double bed,656927.0,420433.0,76630.0,236494.0,17752.25,5.6,Review Score,No,24.0,YES,NO,NO
82,Ramada By Wyndham Jaipur,"Raja Park, Jaipur",Jaipur,Double Non-Smoking Room1 double bedNo prepayment needed – ,0.0,700000.0,126000.0,0.0,29500.0,7.0,Good,No,262.0,YES,YES,NO
83,Marigold Inn- Homestay,"Civil Lines, Jaipur",Jaipur,Deluxe Room1 large double bedNo prepayment needed – ,0.0,70000.0,8400.0,0.0,2800.0,9.3,Superb,No,317.0,YES,YES,YES
84,Blue Beds Hostel,"C Scheme, Jaipur",Jaipur,Queen Double Room with Balcony1 large double bed,79477.0,46892.0,5627.0,32585.0,1875.68,9.0,Superb,No,871.0,YES,NO,NO
85,Dodas Palace by Asapin Hotels,"Raja Park, Jaipur",Jaipur,Superior Double Room1 double bed,0.0,53200.0,6384.0,0.0,2128.0,5.9,Review Score,No,246.0,YES,NO,NO
86,3 BHK Art Villa - Garuda by Lalluji Luxe,"Vaishali Nagar, Jaipur",Jaipur,Three-Bedroom VillaEntire villa • 3 bedrooms • 3 bathrooms • 1 kitchen • 372 m²3 extra-large double bedsNo prepayment needed – ,0.0,378444.0,68120.0,0.0,15948.71,0.0,Not Available,No,4.0,YES,YES,NO
87,InterContinental Jaipur Tonk Road by IHG,"Tonk Road, Jaipur",Jaipur,Classic Twin Room2 single beds,0.0,212871.0,38317.0,0.0,8971.0,8.8,Fabulous,No,544.0,NO,NO,NO
88,Fairfield by Marriott Jaipur,"Bani Park, Jaipur",Jaipur,Guest Room Twin Beds City View2 single bedsNo prepayment needed – ,0.0,251972.0,30237.0,0.0,10078.89,8.1,Very Good,No,383.0,YES,YES,NO
89,Jaipur Jantar Hostel,"M.I. Road, Jaipur",Jaipur,2×Rang 6 Bed AC Dorm 2 beds in dormitories2 bunk bedsNo prepayment needed – ,0.0,14000.0,1680.0,0.0,560.0,9.3,Superb,No,383.0,YES,YES,NO
90,Radisson Blu Jaipur,"Tonk Road, Jaipur",Jaipur,Superior Double or Twin- Non Smoking RoomBeds: 1 double or 2 singlesNo prepayment needed – ,0.0,195972.0,39194.0,0.0,8398.79,5.6,Review Score,No,703.0,YES,YES,NO
91,"Four Points by Sheraton Jaipur, City Square","Tonk Road, Jaipur",Jaipur,"Deluxe Twin Room ( 20% Dis on SPA, Laundry and Food & Soft Beverages only at The Eatery, Credit Meal of INR 1000/- in a the stay on Minimum bill amount of INR 2500/-)Multiple bed typesNo prepayment needed – ",0.0,153750.0,27675.0,0.0,6479.46,6.3,Review Score,No,487.0,YES,YES,NO
92,Hotel Maya international,"Bani Park, Jaipur",Jaipur,Double Room1 double bedNo prepayment needed – ,0.0,42000.0,5040.0,0.0,1680.0,6.5,Review Score,No,4.0,YES,YES,NO
93,Mosaics Guest House,"Amer, Jaipur",Jaipur,Deluxe Double Room1 large double bed,0.0,112000.0,13440.0,0.0,4480.0,9.5,Exceptional,No,40.0,YES,NO,YES
94,Jaipur Marriott Hotel,"Tonk Road, Jaipur",Jaipur,Deluxe King Room1 extra-large double bedNo prepayment needed – ,0.0,214972.0,38695.0,0.0,9059.54,8.3,Very Good,No,0.0,YES,YES,NO
95,Gypsy Monkey,"Station Road, Jaipur",Jaipur,Deluxe Room1 double bed,0.0,37775.0,4533.0,0.0,1511.0,8.1,Very Good,No,0.0,YES,NO,NO
96,Holiday Inn Jaipur City Centre by IHG,Jaipur,Jaipur,Standard Twin Room2 single beds,0.0,231435.0,41658.0,0.0,9753.32,8.3,Very Good,No,0.0,NO,NO,NO
97,Hotel Rangoli,"M.I. Road, Jaipur",Jaipur,Economy Double Room1 large double bed,35000.0,21000.0,2520.0,14000.0,840.0,6.9,Review Score,No,348.0,NO,NO,NO
98,Hotel O Morgan,Jaipur,Jaipur,Standard Double Room1 large double bedNo prepayment needed – ,39207.0,25485.0,3891.0,13722.0,1049.14,6.1,Review Score,No,84.0,YES,YES,NO
99,Super Townhouse Mansarovar Near Metro Station,Jaipur,Jaipur,Classic Triple Room1 large double bedNo prepayment needed – ,70648.0,45921.0,6463.0,24727.0,1870.86,1.5,Review Score,No,2.0,YES,YES,NO
100,Ramada by Wyndham Jaipur Jaisinghpura,Jaipur,Jaipur,Premium King Room (Non Smoking) 1 extra-large double bed,0.0,195972.0,23517.0,0.0,7838.89,6.5,Review Score,No,161.0,NO,NO,NO
101,VVIP ADDRESS 12 Jagatpura,Jaipur,Jaipur,One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 42 m²1 double bedNo prepayment needed – ,41650.0,39568.0,4748.0,2082.0,1582.71,9.6,Exceptional,No,7.0,YES,YES,NO
102,Laxmi Palace Heritage Boutique Hotel,Jaipur,Jaipur,Deluxe Double or Twin Room Free Pick up on Arrival only from Train or Bus station (8am-8pm)Beds: 1 double or 2 singlesNo prepayment needed – ,159600.0,103740.0,12449.0,55860.0,4149.61,8.1,Very Good,No,0.0,YES,YES,YES
103,Cilantro Comfort Jaipur,Jaipur,Jaipur,Double Room1 double bedNo prepayment needed – ,0.0,196000.0,23520.0,0.0,7840.0,6.4,Review Score,No,5.0,YES,YES,NO
104,Vesta International,Jaipur,Jaipur,Royal Deluxe Double or Twin RoomBeds: 1 double or 2 singlesNo prepayment needed – ,102575.0,74880.0,8986.0,27695.0,2995.21,6.5,Review Score,No,151.0,YES,YES,NO
105,Holiday Inn Express & Suites Jaipur Gopalpura,Jaipur,Jaipur,Standard Twin Room2 single beds,0.0,132135.0,15856.0,0.0,5285.39,7.9,Good,No,392.0,NO,NO,YES
106,Hotel HS Inn Swiming Pool Room,"Malviya Nagar, Jaipur",Jaipur,Twin Room2 single bedsNo prepayment needed – ,0.0,71400.0,8568.0,0.0,2856.0,6.4,Review Score,No,8.0,YES,YES,NO
107,Townhouse C Scheme Ahinsa Circle,"C Scheme, Jaipur",Jaipur,Classic Triple Room1 large double bedNo prepayment needed – ,60736.0,39478.0,6047.0,21258.0,1625.89,4.5,Review Score,No,108.0,YES,YES,NO
108,Cygnett Park BL,"Vaishali Nagar, Jaipur",Jaipur,Superior King Room1 large double bed,0.0,95200.0,11424.0,0.0,3808.0,7.1,Good,No,83.0,YES,NO,NO
109,Horn Ok Please Hostel Jaipur,"M.I. Road, Jaipur",Jaipur,Double Room with Shared Bathroom1 extra-large double bed,0.0,41972.0,5037.0,0.0,1678.89,8.7,Fabulous,No,0.0,YES,NO,YES
110,Utsav Hotel,"Vaishali Nagar, Jaipur",Jaipur,Deluxe Double Room1 extra-large double bed • Cot always availableNo prepayment needed – ,0.0,42840.0,5141.0,0.0,1713.61,7.2,Good,No,5.0,YES,YES,NO
111,"ITC Rajputana, a Luxury Collection Hotel, Jaipur",Jaipur,Jaipur,Double Room - No View/Executive Club1 double bedNo prepayment needed – ,0.0,264000.0,47520.0,0.0,11125.71,8.7,Fabulous,No,646.0,YES,YES,YES
112,Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",Jaipur,Royal Deluxe with Free Pick up on Arrival only from Train or Bus stationMultiple bed typesNo prepayment needed – ,0.0,130900.0,15708.0,0.0,5236.0,8.5,Very Good,No,0.0,YES,YES,NO
